105;4;-1;4;3-4
105;19;-1;5;4-19
105;20;-1;6;19-20
105;21;21;7;20-21
105;30;-1;8;21-30
105;31;31;9;30-31
105;32;32;10;31-32
105;33;-1;11;32-33
105;40;-1;12;33-40
105;39;-1;13;40-39
105;11;11;14;39-11
144;1;1;1;0
144;2;2;2;1-2
144;3;-1;3;2-3
144;4;-1;4;3-4
144;19;-1;5;4-19
144;20;-1;6;19-20
144;21;-1;7;20-21
144;40;-1;8;21-40
144;39;39;9;40-39
144;11;-1;10;39-11
144;10;10;11;11-10
144;9;9;12;10-9
144;8;-1;13;9-8
144;7;-1;14;8-7
144;6;-1;15;7-6
144;27;27;16;6-27
144;26;-1;17;27-26
144;25;25;18;26-25
124;1;1;1;0
124;2;-1;2;1-2
124;3;3;3;2-3
124;4;-1;4;3-4
124;19;-1;5;4-19
124;20;20;6;19-20
124;21;-1;7;20-21
124;40;-1;8;21-40
124;39;39;9;40-39
124;11;-1;10;39-11
124;12;12;11;11-12
124;13;13;12;12-13
124;14;-1;13;13-14
124;38;-1;14;14-38
124;37;37;15;38-37
124;36;36;16;37-36
124;35;35;17;36-35
132;2;2;1;0
132;3;-1;2;2-3
132;4;4;3;3-4
132;5;5;4;4-5
132;6;6;5;5-6
132;7;7;6;6-7
134;2;2;7;0
134;3;3;8;2-3
134;4;-1;9;3-4
134;5;5;10;4-5
134;6;-1;11;5-6
134;7;7;12;6-7
134;8;8;13;7-8
134;9;9;14;8-9
135;2;2;1;0
135;3;-1;2;2-3
135;4;-1;3;3-4
135;5;5;4;4-5
135;6;6;5;5-6
135;7;-1;6;6-7
135;8;-1;7;7-8
135;9;-1;8;8-9
135;10;10;9;9-10
139;2;2;1;0
139;3;-1;2;2-3
139;4;-1;3;3-4
139;5;5;4;4-5
139;6;6;5;5-6
139;7;-1;6;6-7
139;8;8;7;7-8
139;9;9;8;8-9
139;10;-1;9;9-10
139;11;-1;10;10-11
139;12;-1;11;11-12
139;13;13;12;12-13
139;14;14;13;13-14
155;2;2;1;0
155;3;3;2;2-3
155;4;-1;3;3-4
155;5;5;4;4-5
155;6;-1;5;5-6
155;7;7;6;6-7
155;8;-1;7;7-8
155;9;-1;8;8-9
155;10;10;9;9-10
155;11;11;10;10-11
155;39;-1;11;11-39
155;40;40;12;39-40
155;21;-1;13;40-21
155;29;29;14;21-29
155;30;30;15;29-30
157;2;2;1;0
157;3;3;2;2-3
157;4;4;3;3-4
157;5;5;4;4-5
157;6;-1;5;5-6
157;7;7;6;6-7
157;8;-1;7;7-8
157;9;-1;8;8-9
157;10;10;9;9-10
157;11;11;10;10-11
157;39;39;11;11-39
157;40;-1;12;39-40
157;21;21;13;40-21
157;29;-1;14;21-29
157;30;30;15;29-30
157;31;-1;16;30-31
157;32;32;17;31-32
158;2;2;1;0
158;3;3;2;2-3
158;4;4;3;3-4
158;5;5;4;4-5
158;6;-1;5;5-6
158;7;7;6;6-7
158;8;8;7;7-8
158;9;9;8;8-9
158;10;-1;9;9-10
158;11;11;10;10-11
158;39;-1;11;11-39
158;40;-1;12;39-40
158;21;-1;13;40-21
158;29;29;14;21-29
158;30;30;15;29-30
158;31;31;16;30-31
158;32;32;17;31-31
158;33;33;18;32-33
167;2;2;1;0
167;3;-1;2;2-3
167;4;-1;3;3-4
167;5;5;4;4-5
167;6;6;5;5-6
167;7;7;6;6-7
167;8;8;7;7-8
167;27;27;8;8-27
167;26;-1;9;27-26
167;28;-1;10;26-28
167;29;-1;11;28-29
167;21;21;12;29-21
171;2;2;1;0
171;3;3;2;2-3
171;4;4;3;3-4
171;5;-1;4;4-5
171;6;-1;5;5-6
171;7;-1;6;6-7
171;8;-1;7;7-8
171;28;-1;8;8-28
171;29;29;9;28-29
171;21;-1;10;29-21
171;20;20;11;21-20
171;22;22;12;20-22
171;23;23;13;22-23
178;2;2;1;0
178;3;-1;2;2-3
178;4;4;3;3-4
178;5;-1;4;4-5
178;6;6;5;5-6
178;7;-1;6;6-7
178;8;-1;7;7-8
178;28;-1;8;8-28
178;29;-1;9;28-29
178;21;21;10;29-21
178;30;30;11;21-30
178;31;-1;12;30-31
178;32;32;13;31-32
178;33;33;14;32-33
178;40;40;15;33-40
206;2;2;1;0
206;3;-1;2;2-3
206;4;-1;3;3-4
206;9;-1;4;4-9
206;20;-1;5;9-20
206;21;-1;6;20-21
206;22;22;7;21-22
206;23;-1;8;22-23
206;29;-1;9;23-29
206;28;28;10;29-28
206;8;-1;11;28-8
206;7;7;12;8-7
206;6;6;13;7-6
208;2;2;1;0
208;3;3;2;2-3
208;4;-1;3;3-4
208;19;-1;4;4-19
208;20;-1;5;19-20
208;21;21;6;20-21
208;29;29;7;21-29
208;28;28;8;29-28
208;8;8;9;28-8
208;7;7;10;8-7
208;6;-1;11;7-6
208;9;9;12;6-9
239;2;2;1;0
239;3;-1;2;2-3
239;4;4;3;3-4
239;19;-1;4;4-19
239;20;20;5;19-20
239;21;-1;6;20-21
239;40;40;7;21-40
239;39;-1;8;40-39
239;11;11;9;39-11
239;10;10;10;11-10
239;9;-1;11;10-9
239;8;8;12;9-8
239;7;-1;13;8-7
239;6;-1;14;7-6
239;27;-1;15;6-27
239;26;26;16;27-26
262;3;3;1;0
262;2;-1;2;3-2
262;4;-1;3;2-4
262;5;5;4;4-5
262;6;-1;5;5-6
262;7;7;6;6-7
262;8;8;7;7-8
262;9;9;8;8-9
262;10;-1;9;9-10
262;11;11;10;10-11
276;3;3;1;0
276;4;4;2;3-4
276;5;-1;3;4-5
276;6;6;4;5-6
276;7;7;5;6-7
276;8;-1;6;7-8
276;9;-1;7;8-9
276;10;-1;8;9-10
276;11;11;9;10-11
276;39;-1;10;11-39
276;40;40;11;39-40
276;21;-1;12;40-21
276;20;20;13;21-20
276;22;22;14;20-22
301;3;3;1;0
301;4;4;2;3-4
301;5;5;3;4-5
301;6;6;4;5-6
301;7;-1;5;6-7
301;8;-1;6;7-8
301;28;-1;7;8-28
301;29;29;8;28-29
301;21;21;9;29-21
301;22;22;10;21-22
301;23;-1;11;22-23
301;30;30;12;23-30
301;31;31;13;30-31
301;32;32;14;31-32
313;3;3;1;0
313;4;-1;2;3-4
313;5;-1;3;4-5
313;6;-1;4;5-6
313;7;-1;5;6-7
313;8;8;6;7-8
313;28;-1;7;8-28
313;29;29;8;28-29
313;21;21;9;29-21
313;40;40;10;21-40
313;39;-1;11;40-39
313;11;-1;12;39-11
313;12;-1;13;11-12
313;13;13;14;12-13
313;14;-1;15;13-14
313;38;38;16;14-38
315;3;3;1;0
315;4;-1;2;3-4
315;5;5;3;4-5
315;6;6;4;5-6
315;7;7;5;6-7
315;8;-1;6;7-8
315;28;-1;7;8-28
315;29;-1;8;28-29
315;21;-1;9;29-21
315;40;40;10;21-40
315;39;39;11;40-39
315;11;-1;12;39-11
315;12;12;13;11-12
315;13;-1;14;12-13
315;14;-1;15;13-14
315;38;-1;16;14-38
315;37;-1;17;38-37
315;36;36;18;37-36
339;3;3;1;0
339;4;-1;2;3-4
339;19;-1;3;4-19
339;20;-1;4;19-20
339;21;-1;5;20-21
339;29;-1;6;21-29
339;28;28;7;29-28
339;8;8;8;28-8
339;7;7;9;8-7
339;6;-1;10;7-6
339;9;9;11;6-9
339;10;-1;12;9-10
339;11;-1;13;10-11
339;12;-1;14;11-12
339;13;-1;15;12-13
339;14;14;16;13-14
369;3;3;1;0
369;4;-1;2;3-4
369;19;-1;3;4-19
369;20;20;4;19-20
369;21;-1;5;20-21
369;40;-1;6;21-40
369;39;-1;7;40-39
369;11;11;8;39-11
369;10;10;9;11-10
369;9;8;10;10-9
369;8;-1;11;9-8
369;28;-1;12;8-28
369;12;12;13;28-12
376;3;3;1;0
376;4;-1;2;3-4
376;19;19;3;4-19
376;20;-1;4;19-20
376;21;-1;5;20-21
376;40;-1;6;21-40
376;39;39;7;40-39
376;11;-1;8;39-11
376;12;12;9;11-12
376;13;-1;10;12-13
376;14;-1;11;13-14
376;38;-1;12;14-38
376;37;37;13;38-37
376;36;-1;14;37-36
376;35;35;15;36-35
380;4;4;1;0
380;3;3;2;4-3
380;2;2;3;3-2
384;4;4;1;0
384;3;-1;2;4-3
384;2;2;3;3-2
384;5;-1;4;2-5
384;6;6;5;5-6
384;7;7;6;6-7
387;4;4;1;0
387;3;3;2;4-3
387;2;-1;3;3-2
387;5;5;4;2-5
387;6;6;5;5-6
387;7;7;6;6-7
387;8;8;7;7-8
387;9;9;8;8-9
387;10;10;9;9-10 
397;4;4;1;0
397;5;-1;2;4-5
397;6;-1;3;5-6
397;7;7;4;6-7
397;8;8;5;7-8
397;9;-1;6;8-9
397;10;-1;7;9-10
397;11;-1;8;10-11
397;38;-1;9;11-38
397;37;-1;10;38-37
397;36;36;11;37-36
397;39;39;12;36-39
107;1;1;1;0
107;2;-1;2;1-2
107;3;3;3;2-3
107;4;-1;4;3-4
107;19;19;5;4-19
107;20;20;6;19-20
107;21;-1;7;20-21
107;40;-1;8;21-40
107;39;-1;9;40-39
107;11;-1;10;39-11
107;10;-1;11;11-10
107;9;9;12;10-9
133;2;2;1;0
133;3;-1;2;2-3
133;4;4;3;3-4
133;5;5;4;4-5
133;6;6;5;5-6
133;7;7;6;6-7
133;8;8;7;7-8
165;2;2;1;0
165;3;3;2;2-3
165;4;4;3;3-4
165;5;5;4;4-5
165;6;-1;5;5-6
165;7;-1;6;6-7
165;8;-1;7;7-8
165;28;28;8;8-28
266;3;3;1;0
266;4;4;2;3-4
266;5;-1;3;4-5
266;6;-1;4;5-6
266;7;7;5;6-7
266;8;-1;6;7-8
266;9;-1;7;8-9
266;10;10;8;9-10
266;11;11;9;10-11
266;12;12;10;11-12
266;13;13;11;12-13
266;14;-1;12;13-14
266;15;15;13;14-15
597;5;5;1;0
597;6;-1;2;5-6
597;7;7;3;6-7
597;8;8;4;7-8
597;9;9;5;8-9
597;10;-1;6;9-10
597;11;11;7;10-11
597;39;39;8;11-39
597;40;-1;9;39-40
597;21;-1;10;40-21
597;29;29;11;21-29
597;28;28;12;29-28
676;6;6;1;0
676;5;-1;2;6-5
676;4;4;3;5-4
676;19;-1;4;4-19
676;20;-1;5;19-20
676;21;-1;6;20-21
676;29;-1;7;21-29
676;28;28;8;29-28
676;8;8;9;28-8
676;27;27;10;8-27
676;26;26;11;27-26
676;25;25;12;26-25
828;7;7;1;0
828;6;6;2;7-6
828;5;5;3;6-5
828;4;4;4;5-4
828;19;-1;5;4-19
828;20;20;6;19-20
828;21;21;7;20-21
828;40;40;8;21-40
828;39;39;9;40-39
828;11;11;10;39-11
828;10;-1;11;11-10
828;9;-1;12;10-9
828;8;-1;13;9-8
828;27;-1;14;8-27
828;26;-1;15;27-26
828;25;25;16;26-25
839;7;7;1;0
839;6;-1;2;7-6
839;5;-1;3;6-5
839;4;-1;4;5-4
839;19;19;5;4-19
839;20;-1;6;19-20
839;21;-1;7;20-21
839;41;41;8;21-41
848;7;7;1;0
848;8;-1;2;7-8
848;9;9;3;8-9
848;10;-1;4;9-10
848;11;-1;5;10-11
848;12;-1;6;11-12
848;13;13;7;12-13
848;14;-1;8;13-14
848;15;15;9;14-15
1038;9;9;1;0
1038;8;8;2;9-8
1038;7;7;3;8-7
1038;6;6;4;7-6
1182;10;10;1;0
1182;9;9;2;10-9
1182;8;8;3;9-8
1182;7;-1;4;8-7
1182;6;-1;5;7-6
1182;5;-1;6;6-5
1182;4;-1;7;5-4
1182;18;18;8;4-18 
1235;10;10;1;0
1235;9;-1;2;10-9
1235;8;8;3;9-8
1235;28;28;4;8-28
1235;29;-1;5;28-29
1235;21;21;6;29-21
1235;30;30;7;21-30
1235;31;31;8;30-31
1235;32;32;9;31-32
1235;33;33;10;32-33
1270;10;10;1;0
1270;11;-1;2;10-11
1270;39;39;3;11-39
1270;40;-1;4;39-40
1270;21;-1;5;40-21
1270;20;20;6;21-20
1270;19;19;7;20-19
1270;4;-1;8;19-4
1270;5;5;9;4-5
1270;6;6;10;5-6
1270;7;7;11;6-7
1452;12;12;1;0
1452;11;-1;2;12-11
1452;10;-1;3;11-10
1452;9;-1;4;10-9
1452;8;-1;5;9-8
1452;7;7;6;8-7
1452;6;6;7;7-6
1452;5;-1;8;6-5
1452;4;4;9;5-4
1452;19;19;10;4-19
1452;20;29;11;19-20
1452;21;-1;12;20-21
1452;29;29;13;21-29
1452;28;28;14;29-28
1570;13;13;1;0
1570;12;-1;2;13-12
1570;11;11;3;12-11
1570;10;10;4;11-10
1570;9;-1;5;10-9
1570;8;8;6;9-8
1570;7;7;7;8-7
1570;6;6;8;7-6
1570;5;5;9;6-5
1570;4;-1;10;5-4
1570;19;-1;11;4-19
1570;20;-1;12;19-20
1570;21;21;13;20-21
1570;22;22;14;21-22
1583;13;13;1;0
1583;12;-1;2;13-12
1583;11;11;3;12-11
1583;10;-1;4;11-10
1583;9;-1;5;10-9
1583;8;8;6;9-8
1583;7;7;7;8-7
1583;6;6;8;7-6
1583;5;-1;9;6-5
1583;4;-1;10;5-4
1583;19;-1;11;4-19
1583;20;20;12;19-20
1583;21;-1;13;20-21
1583;41;41;14;21-41
1583;42;42;15;41-42
1605;13;13;1;0
1605;12;12;2;13-12
1605;11;11;3;12-11
1605;10;10;4;11-10
1605;9;-1;5;10-9
1605;8;8;6;9-8
1605;28;-1;7;8-28
1605;29;29;8;28-29
1605;21;-1;9;29-21
1605;30;30;10;21-30
1640;13;13;1;0
1640;12;-1;2;13-12
1640;11;-1;3;12-11
1640;39;39;4;11-39
1640;40;40;5;39-40
1640;21;21;6;40-21
1640;20;-1;7;21-20
1640;19;-1;8;20-19
1640;4;4;9;19-4
1640;18;18;10;4-18
1640;17;-1;11;18-17
1640;16;16;12;17-16
1689;14;14;1;0
1689;13;13;2;14-13
1689;12;12;3;13-12
1689;11;11;4;12-11
1689;10;10;5;11-10
1689;9;-1;6;10-9
1689;8;8;7;9-8
1689;7;-1;8;8-7
1689;6;6;9;7-6
1689;5;5;10;6-5
1689;4;-1;11;5-4
1689;19;19;12;4-19
1913;15;15;1;0
1913;14;14;2;15-14
1913;13;13;3;14-13
1913;12;12;4;13-12
1913;11;11;5;12-11
1913;39;-1;6;11-39
1913;40;-1;7;39-40
1913;21;21;8;40-21
1913;41;41;9;21-41
2197;18;18;1;0
2197;4;4;2;18-4
2197;5;5;3;4-5
2197;6;6;4;5-6
2197;7;-1;5;6-7
2197;8;-1;6;7-8
2197;9;9;7;8-9
2197;10;10;8;9-10
2197;11;-1;9;10-11
2197;39;39;10;11-39
2197;40;40;11;39-40
2197;21;21;12;40-21
2197;30;-1;13;21-30
2197;31;31;14;30-31
2237;18;18;1;0
2237;4;-1;2;18-4
2237;19;19;3;4-19
2237;20;-1;4;19-20
2237;21;-1;5;20-21
2237;22;22;6;21-22
2274;18;18;1;0
2274;4;4;2;18-4
2274;19;19;3;4-19
2274;20;20;4;19-20
2274;21;21;5;20-21
2274;40;40;6;21-40
2274;39;-1;7;40-39
2274;11;-1;8;39-11
2274;10;10;9;11-10
2274;9;9;10;10-9
2274;8;8;11;9-8
2274;7;-1;12;8-7
2274;6;6;13;7-6
2517;20;20;1;0
2517;21;-1;2;20-21
2517;29;29;3;21-29
2517;28;-1;4;29-28
2517;8;-1;5;28-8
2517;9;9;6;8-9
2517;10;10;7;9-10
2708;22;22;1;0
2708;21;21;2;22-21
2708;29;29;3;21-29
2708;28;28;4;29-28
2708;8;8;5;28-8
2708;7;7;6;8-7
2708;6;6;7;7-6
2791;23;23;1;0
2791;22;22;2;23-22
2791;21;21;3;22-21
2791;20;20;4;21-20
2791;19;-1;5;20-19
2791;4;4;6;19-4
2791;5;5;7;4-5
2791;6;-1;8;5-6
2791;7;-1;9;6-7
2791;8;-1;10;7-8
2791;9;9;11;8-9
2791;10;10;12;9-10
2791;11;-1;13;10-11
2791;12;12;14;11-12
2791;13;13;15;12-13
2872;23;23;1;0
2872;22;-1;2;23-22
2872;21;-1;3;22-21
2872;40;-1;4;21-40
2872;39;-1;5;40-39
2872;11;-1;6;39-11
2872;38;-1;7;11-38
2872;37;37;8;38-37
2884;24;24;1;0
2884;23;23;2;24-23
2884;22;-1;3;23-22
2884;21;21;4;22-21
2884;20;20;5;21-20
2884;19;-1;6;20-19
2884;4;4;7;19-4
2884;3;3;8;4-3
3054;25;25;1;0
3054;26;-1;2;25-26
3054;27;27;3;26-27
3054;8;-1;4;27-8
3054;9;9;5;8-9
3054;10;10;6;9-10
3054;11;11;7;10-11
3054;39;39;8;11-39
3054;40;-1;9;39-40
3054;21;-1;10;40-21
3054;30;-1;11;21-30
3054;31;31;12;30-31
3619;29;29;1;0
3619;28;-1;2;29-28
3619;8;8;3;28-8
3619;9;9;4;8-9
3619;10;-1;5;9-10
3619;11;-1;6;10-11
3619;39;39;7;11-39
3619;40;-1;8;39-40
3619;21;21;9;40-21
3619;30;30;10;21-30
3619;31;31;11;30-31
3671;30;30;1;0
3671;21;21;2;30-21
3671;29;-1;3;21-29
3671;28;-1;4;29-28
3671;8;-1;5;28-8
3671;7;-1;6;8-7
3671;6;-1;7;7-6
3671;5;-1;8;6-5
3671;4;4;9;5-4
3671;3;3;10;4-3
3671;2;2;11;3-2
3794;31;31;1;0
3794;30;-1;2;31-30
3794;21;21;3;30-21
3794;29;29;4;21-29
3794;28;-1;5;29-28
3794;8;-1;6;28-8
3794;9;9;7;8-9
3794;10;-1;8;9-10
3794;11;11;9;10-11
3794;39;-1;10;11-39
3794;40;40;11;39-40
3887;32;32;1;0
3887;31;-1;2;32-31
3887;30;30;3;31-30
3887;21;-1;4;30-21
3887;29;-1;5;21-29
3887;28;28;6;29-28
3887;8;-1;7;28-8
3887;9;-1;8;8-9
3887;10;10;9;9-10
3920;32;32;1;0
3920;31;31;2;32-31
3920;30;-1;3;31-30
3920;21;-1;4;30-21
3920;40;-1;5;21-40
3920;39;39;6;40-39
3920;11;11;7;39-11
3920;10;-1;8;11-10
3920;9;9;9;10-9
3920;8;-1;10;9-8
3920;27;27;11;8-27
3955;33;33;1;0
3955;32;-1;2;33-32
3955;31;31;3;32-31
3955;30;30;4;31-30
3955;21;-1;5;30-21
3955;20;-1;6;21-20
3955;19;-1;7;20-19
3955;4;4;8;19-4
3955;5;5;9;4-5
3955;6;6;10;5-6
3955;7;7;11;6-7
3955;8;8;12;7-8
3955;9;-1;13;8-9
3955;10;10;14;9-10
3955;11;-1;15;10-11
3955;12;12;16;11-12
3955;13;13;17;12-13
3975;33;33;1;0
3975;32;32;2;33-32
3975;31;31;3;32-31
3975;30;30;4;31-30
3975;21;21;5;30-21
3975;29;29;6;21-29
3983;33;33;1;0
3983;32;-1;2;33-32
3983;31;31;3;32-31
3983;30;30;4;31-30
3983;21;21;5;30-21
3983;29;29;6;21-29
3983;28;28;7;29-28
3983;8;-1;8;28-8
3983;7;-1;9;8-7
3983;6;-1;10;7-6
3983;5;-1;11;6-5
3983;4;-1;12;5-4
3983;3;-1;13;4-3
3983;2;2;14;3-2
4088;34;34;1;0
4088;33;-1;2;34-33
4088;32;32;3;33-32
4088;31;-1;4;32-31
4088;30;30;5;31-30
4088;21;21;6;30-21
4088;29;29;7;21-29
4088;28;28;8;29-28
4088;8;8;9;28-8
4088;7;7;10;8-7
4088;6;6;11;7-6
4088;5;5;12;6-5
4088;4;4;13;5-4
4088;3;-1;14;4-3
4088;2;-1;15;3-2
4088;1;1;16;2-1
4177;35;35;1;0
4177;36;36;2;35-36
4177;37;37;3;36-37
4177;38;-1;4;37-38
4177;11;11;5;38-11
4177;10;-1;6;11-10
4177;9;-1;7;10-9
4177;8;-1;8;9-8
4177;27;27;9;8-27
4243;35;35;1;0
4243;36;36;2;35-36
4243;37;-1;3;36-37
4243;38;38;4;37-38
4243;11;-1;5;38-11
4243;39;39;6;11-39
4243;40;40;7;39-40
4243;21;-1;8;40-21
4243;29;29;9;21-29
4243;28;28;10;29-28
4243;8;-1;11;28-8
4243;7;7;12;8-7
4243;6;6;13;7-6
4243;5;-1;14;6-5
4243;4;4;15;5-4
4309;36;36;1;0
4309;37;-1;2;36-37
4309;38;-1;3;37-38
4309;11;11;4;38-11
4309;10;10;5;11-10
4309;9;9;6;10-9
4309;8;8;7;9-8
4309;28;28;8;8-28
4309;29;29;9;28-29
4309;21;21;10;29-21
4309;20;-1;11;21-20
4309;19;-1;12;20-19
4309;4;-1;13;19-4
4309;3;-1;14;4-3
4309;2;-1;15;3-2
4309;1;1;16;2-1
4340;36;36;1;0
4340;37;-1;2;36-37
4340;38;-1;3;37-38
4340;11;-1;4;38-11
4340;39;-1;5;11-39
4340;40;-1;6;39-40
4340;21;21;7;40-21
4340;20;20;8;21-20
4340;19;19;9;20-19
4340;4;4;10;19-4
4340;3;-1;11;4-3
4340;2;2;12;3-2
4340;1;1;13;2-1
4443;37;37;1;0
4443;38;-1;2;37-38
4443;11;-1;3;38-11
4443;10;10;4;11-10
4443;9;9;5;10-9
4443;8;8;6;9-8
4443;28;-1;7;8-28
4443;29;29;8;28-29
4443;21;-1;9;29-21
4443;30;-1;10;21-30
4443;31;-1;11;30-31
4443;32;32;12;31-32
4443;33;33;13;32-33
4461;37;37;1;0
4461;38;-1;2;37-38
4461;11;11;3;38-11
4461;39;39;4;11-39
4461;40;40;5;39-40
4461;21;21;6;40-21
4461;20;20;7;21-20
4461;19;19;8;20-19
4461;4;-1;9;19-4
4461;3;-1;10;4-3
4461;2;-1;11;3-2
4461;1;1;12;2-1
4622;38;38;1;0
4622;11;-1;2;38-11
4622;39;39;3;11-39
4622;40;-1;4;39-40
4622;21;21;5;40-21
4622;41;41;6;21-41
4651;39;39;1;0
4651;11;11;2;39-11
4651;10;-1;3;11-10
4651;9;9;4;10-9
4651;8;8;5;9-8
4651;7;7;6;8-7
4651;6;-1;7;7-6
4651;5;5;8;6-5
4651;4;4;9;5-4
4651;19;-1;10;4-19
4651;20;-1;11;19-20
4651;21;-1;12;20-21
4651;30;-1;13;21-30
4651;31;31;14;30-31
4651;32;32;15;31-32
4794;40;40;1;0
4794;21;-1;2;40-21
4794;20;-1;3;21-20
4794;19;19;4;20-19
4794;4;-1;5;19-4
4794;18;18;6;4-18
4794;17;-1;7;18-17
4794;16;16;8;17-16
4913;41;41;1;0
4913;21;-1;2;41-21
4913;20;20;3;21-20
4913;19;-1;4;20-19
4913;4;-1;5;19-4
4913;5;-1;6;4-5
4913;6;6;7;5-6
4913;7;-1;8;6-7
4913;8;8;9;7-8
4913;9;9;10;8-9
4913;10;10;11;9-10
4988;41;41;1;0
4988;21;-1;2;41-21
4988;40;-1;3;21-40
4988;39;39;4;40-39
4988;11;-1;5;39-11
4988;10;10;6;11-10
4988;9;-1;7;10-9
4988;8;-1;8;9-8
4988;7;7;9;8-7
4988;6;-1;10;7-6
4988;5;5;11;6-5
4988;4;5;12;5-4
4988;19;19;13;4-19
5015;42;42;1;0
5015;41;-1;2;42-41
5015;21;-1;3;41-21
5015;20;20;4;21-20
5015;19;19;5;20-19
5015;4;-1;6;19-4
5015;5;-1;7;4-5
5015;6;6;8;5-6
5015;7;-1;9;6-7
5015;8;-1;10;7-8
5016;2;2;1;8-2
5016;3;3;2;2-3
5016;4;-1;3;3-4
5016;5;-1;4;4-5
5016;6;-1;5;5-6
5016;7;-1;6;6-7
5016;8;8;7;7-8
5017;2;2;1;0
5017;3;-1;2;2-3
5017;4;-1;3;3-4
5017;5;-1;4;4-5
5017;6;6;5;5-6
5017;7;7;6;6-7
5017;8;8;7;7-8
5017;28;28;8;8-28
5018;3;3;1;0
5018;4;-1;2;3-4
5018;5;5;3;4-5
5018;6;6;4;5-6
5018;7;-1;5;6-7
5018;8;8;6;7-8
5018;9;9;7;8-9
5018;10;-1;8;9-10
5018;11;-1;9;10-11
5018;12;-1;10;11-12
5018;13;-1;11;12-13
5018;14;14;12;13-14
5018;15;15;13;14-15
5019;5;5;1;0
5019;6;6;2;5-6
5019;7;-1;3;6-7
5019;8;-1;4;7-8
5019;9;-1;5;8-9
5019;10;10;6;9-10
5019;11;-1;7;10-11
5019;39;-1;8;11-39
5019;40;40;9;39-40
5019;21;21;10;40-21
5019;29;-1;11;21-29
5019;28;28;12;29-28
5020;6;6;1;0
5020;5;5;2;6-5
5020;4;-1;3;5-4
5020;19;19;4;4-19
5020;20;20;5;19-20
5020;21;21;6;20-21
5020;29;29;7;21-29
5020;28;-1;8;29-28
5020;8;-1;9;28-8
5020;27;-1;10;8-27
5020;26;-1;11;27-26
5020;25;25;12;26-25
